股票代號,股票,淨賣超,收盤價,漲跌%,成交量,當日,累計15日
5283,禾聯碩,-59,-314,68.5,(0.29%),381
4533,協易機,-58,176,21.8,(-1.13%),432
3596,智易,-58,-830,209,(-1.18%),293
4770,上品,-58,-870,254,(-0.78%),327
6215,和椿,-58,-918,114.5,(-0.43%),843
6982,大井泵浦,-58,-237,67.8,(-1.31%),219
2745,五福,-56,-147,114,(-0.87%),274
2364,倫飛,-56,-846,70,(-0.85%),172
2739,寒舍,-56,-16,38,(-1.3%),264
3665,貿聯-KY,-56,753,1290,(-0.39%),"3,045"
6112,邁達特,-56,381,49.75,(-0.2%),486
1234,黑松,-55,-385,37.5,(-0.4%),243
1612,宏泰,-55,"8,950",38.2,(-0.13%),"1,051"
3218,大學光,-55,-873,140,(-1.75%),307
2462,良得電,-55,-297,23.3,(-2.31%),219
8201,無敵,-55,-204,14.7,(-2.65%),195
6409,旭隼,-55,-534,1140,(6.05%),"1,732"
1806,冠軍,-54,-606,9.1,(-0.55%),402
3339,泰谷,-54,"-1,495",28.6,(-1.55%),422
4108,懷特,-54,-198,14.25,(-2.4%),168
2545,皇翔,-54,-26,41.25,(-1.55%),630
5355,佳總,-54,"-1,727",6.65,(-2.78%),486
6109,亞元,-54,-538,13.5,(-3.91%),"1,484"
6515,穎崴,-54,674,2395,(-1.03%),790
6877,鏵友益,-54,297,93,(-0.64%),311
6937,天虹,-54,-683,284,(0%),662
6739,竹陞科技,-53,-598,792,(-2.1%),653
6412,群電,-53,-341,98.6,(-1.4%),472
1325,恆大,-52,-135,29.6,(-0.17%),266
2444,兆勁,-52,-211,11.5,(-1.29%),188
2357,華碩,-51,-294,686,(0.15%),"2,220"
2719,燦星旅,-51,-69,34.2,(-1.58%),210
6279,胡連,-51,"-1,303",126,(-0.79%),263
6538,倉和,-51,-207,73.6,(-1.21%),168
7740,熙特爾-創,-51,-122,211.5,(-1.86%),136
1591,駿吉-KY,-50,-510,51.4,(-0.19%),580
3533,嘉澤,-50,-755,1390,(0.36%),884
6150,撼訊,-50,-760,80.1,(-2.32%),489
8436,大江,-50,-684,113,(-0.88%),343
2399,映泰,-49,"-8,660",21.35,(1.18%),"3,121"
2897,王道銀行,-49,"-2,321",9.03,(-0.44%),"2,212"
6152,百一,-49,"-1,312",8.86,(-0.45%),310
4551,智伸科,-49,357,148,(-1.99%),785
1342,八貫,-47,-326,82.9,(-0.48%),199
2480,敦陽科,-47,-429,165,(-0.6%),187
3003,健和興,-47,-414,50.2,(0.7%),328
6222,立軒,-47,-47,20,(-3.61%),617
6901,鑽石投資,-47,-923,18.2,(-1.09%),512
7751,竑騰,-46,"-1,033",478.5,(-3.33%),266
9946,三發地產,-46,-459,18.05,(-0.82%),261
2061,風青,-45,-380,19.1,(0%),278
2369,菱生,-45,"-4,484",20.45,(-1.45%),"6,568"
2012,春雨,-45,-144,15.85,(-1.86%),94
2493,揚博,-45,"-2,408",91,(-0.22%),434
2453,凌群,-45,-884,57.6,(0%),607
3346,麗清,-45,-587,21.4,(-0.93%),243
2314,台揚,-44,-566,22.9,(-6.34%),589
3680,家登,-44,-307,340,(0.29%),489
4173,久裕,-44,-455,23.8,(-0.63%),146
5287,數字,-44,-55,174.5,(-0.85%),97
4766,南寶,-44,"-1,337",365.5,(0.14%),440
6834,天二科技,-44,-111,30.25,(2.89%),"1,156"
2420,新巨,-43,-672,50.2,(0.5%),207
2548,華固,-43,902,103.5,(-0.96%),"1,313"
4946,辣椒,-43,-137,127,(-1.93%),122
6903,巨漢,-43,162,151,(0.67%),534
6550,北極星藥業-KY,-42,-922,35.8,(-0.56%),332
6838,台新藥,-42,-344,29.45,(-1.83%),167
1784,訊聯,-41,-765,84,(-1.52%),407
2059,川湖,-41,179,3750,(-0.27%),361
2007,燁興,-41,-315,7.57,(-0.26%),168
3176,基亞,-41,-225,29.15,(-1.85%),268
4953,緯軟,-41,845,120,(-0.41%),461
6782,視陽,-41,-569,187.5,(-1.06%),244
2020,美亞,-40,-769,23.45,(-0.42%),204
3209,全科,-40,-782,30.7,(-0.65%),422
6239,力成,-40,"3,222",156,(1.63%),"3,062"
1442,名軒,-39,"-1,642",36,(0.14%),"1,481"
1732,毛寶,-39,90,28.4,(-1.39%),160
2538,基泰,-39,"-1,263",10.6,(-0.93%),209
4722,國精化,-39,"3,973",208,(1.96%),470
5905,南仁湖,-39,"-3,300",10.1,(-0.98%),639
8027,鈦昇,-39,-837,86,(0.35%),428
2497,怡利電,-38,137,43.55,(-1.02%),261
3213,茂訊,-38,"-1,231",106,(0%),208
3653,健策,-38,-175,2265,(1.34%),"1,194"
